시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3190000,102,1994,01873,유흥주점영업,19940503,산울림,서울특별시 동작구 상도로 93, (상도동),서울특별시 동작구 상도동  328번지 7호  ,92.79,  0208135860  ,20121023,,20010920,상도제1동,20130228,자진폐업,재건출,룸살롱,0,0,1,1,3,,비대상,상수도전용,지하,1,2,,,,,,,6.00,35.14,0.00,0.00,2.40,0.00,5.50,43.75,0.00,0.00,,,3190000-102-1994-01873,,,,,,내국인,대한민국
3190000,102,1973,01869,유흥주점영업,19730731,별밤,서울특별시 동작구 상도로 179, (상도동),서울특별시 동작구 상도동  365번지 1호  ,,  0208141802  ,20170427,,20010731,상도제2동,,,,스텐드바,0,0,1,1,3,,비대상,상수도전용,지하,2,2,,,,,,,9.00,77.00,,5.25,,2.60,4.00,,,,,,3190000-102-1973-01869,,,,,,내국인,대한민국
3190000,102,1994,01854,유흥주점영업,19940422,팡팡,서울특별시 동작구 장승배기로10길 9, (상도동,,13호),서울특별시 동작구 상도동  369번지 6호  ,13호,,  0208177647  ,20120807,,20010630,상도제2동,,,,룸살롱,0,0,1,1,3,,비대상,상수도전용,지하,1,6,,,,,,,4.00,37.42,0.00,28.41,3.85,0.00,5.52,,0.00,0.00,,,3190000-102-1994-01854,,,,,,내국인,대한민국
3190000,102,1994,01897,유흥주점영업,19940507,수노래빠,서울특별시 동작구 상도로 166, (상도동),서울특별시 동작구 상도동  183번지 17호  ,,  02 8524860  ,20180417,,19890830,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,2,6,,,,,,,6.24,,9.00,5.84,1.20,3.52,,120.01,,,,,3190000-102-1994-01897,,,,,,내국인,대한민국
3190000,102,1994,01897,유흥주점영업,19940507,짝노래방,서울특별시 동작구 상도로 166, (상도동),서울특별시 동작구 상도동  183번지 17호  ,,  02 8524860  ,20180417,,19890830,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,2,6,,,,,,,6.24,,9.00,5.84,1.20,3.52,,120.01,,,,,3190000-102-1994-01897,,,,,,내국인,대한민국
3190000,102,1994,01897,유흥주점영업,19940507,수노래빠,서울특별시 동작구 상도로 166, (상도동),서울특별시 동작구 상도동  183번지 17호  ,,  02 8524860  ,20160615,,19890830,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,2,6,,,,,,,6.24,,9.00,5.84,1.20,3.52,,120.01,,,,,3190000-102-1994-01897,,,,,,내국인,대한민국
3190000,102,1994,01897,유흥주점영업,19940507,짝노래방,서울특별시 동작구 상도로 166, (상도동),서울특별시 동작구 상도동  183번지 17호  ,,  02 8524860  ,20160615,,19890830,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,2,6,,,,,,,6.24,,9.00,5.84,1.20,3.52,,120.01,,,,,3190000-102-1994-01897,,,,,,내국인,대한민국
3190000,102,2002,00002,유흥주점영업,20020412,파파코(PAPACO),서울특별시 동작구 상도로 179, (상도동, 지하1층),서울특별시 동작구 상도동  365번지 1호  지하1층,,  02817 8782  ,20180703,,20020412,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,6.25,38.64,,46.00,,3.60,,,,,,,3190000-102-2002-00002,,,,,,내국인,대한민국
3190000,102,2002,00002,유흥주점영업,20020412,파파코(PAPACO),서울특별시 동작구 상도로 179, (상도동, 지하1층),서울특별시 동작구 상도동  365번지 1호  지하1층,,  02817 8782  ,20170821,,20020412,상도제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,6.25,38.64,,46.00,,3.60,,,,,,,3190000-102-2002-00002,,,,,,내국인,대한민국
3190000,102,1980,00779,유흥주점영업,19800204,이큐(EQ),서울특별시 동작구 상도로 95-1, (상도동),서울특별시 동작구 상도동  328번지 13호  ,98.95,  0208218775  ,20190128,,20010731,상도제3동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,14.00,58.39,0.00,0.00,0.00,0.00,6.58,19.98,0.00,0.00,,,3190000-102-1980-00779,,,,,,내국인,대한민국
3190000,102,1980,00779,유흥주점영업,19800204,이큐(EQ),서울특별시 동작구 상도로 95-1, (상도동),서울특별시 동작구 상도동  328번지 13호  ,98.95,  0208218775  ,20170728,,20010731,상도제3동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,14.00,58.39,0.00,0.00,0.00,0.00,6.58,19.98,0.00,0.00,,,3190000-102-1980-00779,,,,,,내국인,대한민국
3190000,102,1994,01862,유흥주점영업,19940627,쿨,서울특별시 동작구 상도로 92, (상도동),서울특별시 동작구 상도동  325번지 8호  ,95.85,  0208229991  ,20071122,,20010410,상도제3동,20130603,자진폐업,화재, 휴업,룸살롱,0,0,1,1,2,20100219,비대상,상수도전용,지하,1,4,,,,,,,5.04,51.97,0.00,0.00,0.00,8.20,6.76,32.08,0.00,0.00,,,3190000-102-1994-01862,,,,,,내국인,대한민국
3190000,102,1994,01874,유흥주점영업,19940603,여우(FOX),서울특별시 동작구 상도로 105, (상도동),서울특별시 동작구 상도동  348번지 170호  ,88.88,  0208154016  ,20081021,,19940603,상도제3동,,,,룸살롱,,,,,,20080627,비대상,,지하,,,,,,,,,12.00,24.72,0.00,0.00,1.20,0.00,0.00,50.96,0.00,0.00,,,3190000-102-1994-01874,,,,,,내국인,대한민국
3190000,102,1999,01853,유흥주점영업,19991016,보물섬노래빠,서울특별시 동작구 상도로 99, (상도동),서울특별시 동작구 상도동  329번지 4호  ,93.45,  025960 760  ,20170628,,19940222,상도제3동,,,,룸살롱,0,0,1,1,3,,비대상,상수도전용,지하,2,4,,,,,,,2.76,50.19,0.00,32.70,0.00,8.20,7.80,0.00,0.00,0.00,,,3190000-102-1999-01853,,,,,,내국인,대한민국
3190000,102,1994,01870,유흥주점영업,19940628,내스타일,서울특별시 동작구 동작대로 105, (사당동),서울특별시 동작구 사당동  147번지 99호  ,97.40,  02 5911591  ,20170809,,19940628,사당제2동,,,,스텐드바,,,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,97.40,0.00,0.00,0.00,0.00,,,,,3190000-102-1994-01870,,,,,,내국인,대한민국
3190000,102,1999,07215,유흥주점영업,19990603,2040,서울특별시 동작구 동작대로 103, (사당동),서울특별시 동작구 사당동  147번지 100호  ,93.50,  0205915691  ,20150630,,19990603,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,7.26,45.07,0.00,41.17,0.00,0.00,0.00,0.00,,,,,3190000-102-1999-07215,,,,,,내국인,대한민국
3190000,102,1999,07311,유흥주점영업,19990813,아우디,서울특별시 동작구 사당로 293, (사당동),서울특별시 동작구 사당동  148번지 12호  ,96.75,  0234775433  ,20151113,,20010702,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,7.56,46.68,0.00,37.75,4.76,0.00,0.00,0.00,,,,,3190000-102-1999-07311,,,,,,내국인,대한민국
3190000,102,1999,07374,유흥주점영업,19990929,불꽃,서울특별시 동작구 사당로 295, (사당동),서울특별시 동작구 사당동  144번지 18호  ,98.97,  0205935046  ,20080620,,20010905,사당제2동,20141212,자진폐업,개인사정,룸살롱,,,,,,,비대상,,지하,,,,,,,,,17.48,39.33,0.00,39.16,3.00,0.00,0.00,0.00,,,,,3190000-102-1999-07374,,,,,,내국인,대한민국
3190000,102,1999,07440,유흥주점영업,19991105,현대노래빠,서울특별시 동작구 동작대로27가길 48, (사당동),서울특별시 동작구 사당동  147번지 41호  ,49.50,  02 5327455  ,20110628,,19991105,사당제2동,20131030,자진폐업,가게세 관계로 영업종료,룸살롱,,,,,,,비대상,,지상,,,,,,,,,3.60,18.83,0.00,0.00,0.00,4.00,0.00,27.07,0.00,0.00,,,3190000-102-1999-07440,,,,,,내국인,대한민국
3190000,102,1999,07453,유흥주점영업,19991113,준코뮤직타운이수역점,서울특별시 동작구 사당로 307, (사당동),서울특별시 동작구 사당동  147번지 102호  ,206.55,  02593 0607  ,20180409,주식회사 준코,20010705,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.90,89.66,0.00,78.53,8.96,0.00,22.50,0.00,0.00,0.00,,,3190000-102-1999-07453,,,,,,내국인,대한민국
3190000,102,1999,07453,유흥주점영업,19991113,준코뮤직타운이수역점,서울특별시 동작구 사당로 307, (사당동),서울특별시 동작구 사당동  147번지 102호  ,206.55,  02593 0607  ,20170215,주식회사 준코,20010705,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.90,89.66,0.00,78.53,8.96,0.00,22.50,0.00,0.00,0.00,,,3190000-102-1999-07453,,,,,,내국인,대한민국
3190000,102,1999,07478,유흥주점영업,19991122,칸,서울특별시 동작구 동작대로27가길 48, (사당동),서울특별시 동작구 사당동  147번지 41호  ,51.98,  02 5923844  ,20110318,,19991122,사당제2동,20140822,자진폐업,개인사유,룸살롱,,,,,,20110420,비대상,,지하,,,,,,,,,4.13,35.31,0.00,12.54,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07478,,,,,,내국인,대한민국
3190000,102,2000,07611,유흥주점영업,20000310,비전힐,서울특별시 동작구 사당로 287, (사당동),서울특별시 동작구 사당동  148번지 10호  ,60.90,  0234810549  ,20170810,,20000310,사당제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,10.90,18.70,0.00,31.30,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07611,,,,,,내국인,대한민국
3190000,102,2000,07632,유흥주점영업,20000322,그섬에 가고싶다,서울특별시 동작구 동작대로27가길 46-5, (사당동),서울특별시 동작구 사당동  144번지 3호  ,60.31,02  596 7754  ,20100513,,20000322,사당제2동,20180910,자진폐업,영업부실,룸살롱,,,,,,20100618,비대상,,지하,,,,,,,,,6.00,10.26,0.00,0.00,0.00,6.00,0.00,44.05,0.00,0.00,,,3190000-102-2000-07632,,,,,,내국인,대한민국
3190000,102,2000,07634,유흥주점영업,20000322,볼보(VOLVO),서울특별시 동작구 동작대로25길 37, (사당동),서울특별시 동작구 사당동  144번지 7호  ,49.45,  02 5336434  ,20101108,,20000322,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.20,16.58,0.00,0.00,0.00,0.00,0.00,29.67,0.00,0.00,,,3190000-102-2000-07634,,,,,,내국인,대한민국
3190000,102,2000,07644,유흥주점영업,20000328,세븐,서울특별시 동작구 사당로 303, (사당동),서울특별시 동작구 사당동  147번지 76호  ,52.11,  02 5963513  ,20180704,,20000328,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.88,14.30,0.00,0.00,2.43,0.00,0.00,29.50,0.00,0.00,,,3190000-102-2000-07644,,,,,,내국인,대한민국
3190000,102,2000,07644,유흥주점영업,20000328,세븐,서울특별시 동작구 사당로 303, (사당동),서울특별시 동작구 사당동  147번지 76호  ,52.11,  02 5963513  ,20131025,,20000328,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.88,14.30,0.00,0.00,2.43,0.00,0.00,29.50,0.00,0.00,,,3190000-102-2000-07644,,,,,,내국인,대한민국
3190000,102,2000,07694,유흥주점영업,20000501,주주,서울특별시 동작구 동작대로27가길 45, (사당동),서울특별시 동작구 사당동  147번지 75호  ,66.48,  02 5943818  ,20130927,,20000501,사당제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,7.48,28.89,0.00,0.00,2.31,0.00,0.00,27.80,0.00,0.00,,,3190000-102-2000-07694,,,,,,내국인,대한민국
3190000,102,2001,08245,유흥주점영업,20011019,바이칼,서울특별시 동작구 동작대로 101, (사당동),서울특별시 동작구 사당동  147번지 101호  ,,    34781747  ,20090803,,20011019,사당제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.28,52.58,,16.90,2.16,,,,0.00,0.00,,,3190000-102-2001-08245,,,,,,내국인,대한민국
3190000,102,2001,08248,유흥주점영업,20011212,벤츠,서울특별시 동작구 동작대로27가길 31, (사당동),서울특별시 동작구 사당동  145번지 28호  ,,     4974097  ,20150601,,20011212,사당제2동,,,,룸살롱,0,0,1,1,6,,비대상,상수도전용,지하,0,0,,,,,,,3.75,19.22,,51.15,6.30,,,,,,,,3190000-102-2001-08248,,,,,,내국인,대한민국
3190000,102,2002,00005,유흥주점영업,20020621,워커힐,서울특별시 동작구 동작대로27가길 46-3, (사당동),서울특별시 동작구 사당동  147번지 77호  ,,  0234768293  ,20170912,,20020621,사당제2동,,,,룸살롱,0,0,1,1,5,,비대상,상수도전용,지하,0,0,,,,,,,5.72,30.03,,13.99,2.84,,,,,,,,3190000-102-2002-00005,,,,,,내국인,대한민국
3190000,102,2018,00002,유흥주점영업,20181219,놀자,서울특별시 동작구 동작대로27가길 46-5, 지하1층 (사당동),서울특별시 동작구 사당동  144번지 3호  ,,02  63262780  ,20181219,,20181219,사당제2동,,,,기타,,,1,1,,,비대상,,지하,,,,,,,,,4.32,27.71,,22.86,5.42,,0.00,0.00,,,,,3190000-102-2018-00002,,,,,,내국인,대한민국
3190000,102,1975,01855,유흥주점영업,19750614,힐링,서울특별시 동작구 사당로 252, (사당동),서울특별시 동작구 사당동  321번지 114호  ,,  0205219520  ,20140828,,20010817,사당제1동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,2.66,58.19,0.00,18.05,4.73,0.00,,0.00,0.00,0.00,,,3190000-102-1975-01855,,,,,,내국인,대한민국
3190000,102,1986,01877,유흥주점영업,19860804,오페라,서울특별시 동작구 동작대로 49, (사당동),서울특별시 동작구 사당동  1019번지 46호  ,165.99,  0234716973  ,20071012,,19940620,사당제1동,20120813,자진폐업,영업부진,룸살롱,,,,,,20081218,비대상,,지하,,,,,,,,,9.40,80.13,0.00,23.35,0.00,3.00,2.60,50.51,0.00,0.00,,,3190000-102-1986-01877,,,,,,내국인,대한민국
3190000,102,1993,01881,유흥주점영업,19930915,초원노래팡팡,서울특별시 동작구 동작대로7길 5, (사당동),서울특별시 동작구 사당동  1031번지 37호  ,96.50,  0234827627  ,20131030,,20010921,사당제1동,,,,룸살롱,,,1,1,5,,비대상,상수도전용,,,,,,,,,,10.50,40.20,0.00,39.95,5.85,0.00,0.00,0.00,,,,,3190000-102-1993-01881,,,,,,내국인,대한민국
3190000,102,1994,01861,유흥주점영업,19940627,아쿠아,서울특별시 동작구 사당로 286, (사당동),서울특별시 동작구 사당동  1003번지 39호  ,96.98,  0234733804  ,20160830,,20010813,사당제1동,,,,룸살롱,0,0,1,1,2,,비대상,상수도전용,지하,1,2,,,,,,,6.84,48.46,0.00,2.70,5.44,0.00,0.00,33.54,0.00,0.00,,,3190000-102-1994-01861,,,,,,내국인,대한민국
3190000,102,1994,01864,유흥주점영업,19940504,문라이트,서울특별시 동작구 사당로 308, (사당동),서울특별시 동작구 사당동  147번지 48호  ,,              ,20151116,,19981207,사당제1동,20170707,자진폐업,기타,룸살롱,,,,,,,비대상,,지하,,,,,,,,,6.30,75.41,0.00,14.97,,0.00,12.25,75.06,,,,,3190000-102-1994-01864,,,,,,내국인,대한민국
3190000,102,1994,01865,유흥주점영업,19940506,쌕쌕,서울특별시 동작구 동작대로 39, (사당동),서울특별시 동작구 사당동  1031번지 39호  ,77.58,  02 5823538  ,20170209,,19860217,사당제1동,,,,스텐드바,,,,,,,비대상,,지하,,,,,,,,,7.22,0.00,0.00,0.00,0.00,12.20,0.00,70.36,0.00,0.00,,,3190000-102-1994-01865,,,,,,내국인,대한민국
3190000,102,1994,01882,유흥주점영업,19940416,코비노래타운주점,서울특별시 동작구 동작대로27길 6, (사당동),서울특별시 동작구 사당동  133번지 4호  ,,  02 5934121  ,20140207,,19940416,사당제1동,,,,룸살롱,2,2,0,0,0,,비대상,상수도전용,지상,0,0,,,,,,,8.91,,,7.45,6.37,,,147.83,,,,,3190000-102-1994-01882,,,,,,내국인,대한민국
3190000,102,1999,07519,유흥주점영업,19991214,기쁨조,서울특별시 동작구 동작대로3길 8, (사당동),서울특별시 동작구 사당동  1031번지 25호  ,45.46,  02 5828385  ,20160720,,19991214,사당제1동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,지상,0,1,,,,,,,2.08,32.91,0.00,10.47,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07519,,,,,,내국인,대한민국
3190000,102,1999,07539,유흥주점영업,19991224,땡벌,서울특별시 동작구 동작대로7길 4, (사당동),서울특별시 동작구 사당동  1030번지 18호  ,39.60,  02 5833001  ,20140213,,19991224,사당제1동,,,,룸살롱,,,,,,,비대상,,지상,,,,,,,,,0.00,36.30,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07539,,,,,,내국인,대한민국
3190000,102,2000,07620,유흥주점영업,20000316,퇴근길,서울특별시 동작구 동작대로3길 6, (사당동),서울특별시 동작구 사당동  1031번지 26호  ,90.10,  02 5852470  ,20140311,,20000316,사당제1동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,7.60,34.80,0.00,34.20,4.20,0.00,9.30,0.00,,,,,3190000-102-2000-07620,,,,,,내국인,대한민국
3190000,102,2000,07625,유흥주점영업,20000318,일점이,서울특별시 동작구 동작대로 45, (사당동),서울특별시 동작구 사당동  1019번지 55호  ,,  0205832002  ,20161017,,20010913,사당제1동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.77,22.95,,,0.80,0.20,4.56,44.96,,,,,3190000-102-2000-07625,,,,,,내국인,대한민국
3190000,102,2000,07776,유흥주점영업,20000624,로마,서울특별시 동작구 동작대로 53, (사당동),서울특별시 동작구 사당동  1019번지 42호  ,77.82,  02 5227331  ,20070705,,20000624,사당제1동,,,,룸살롱,0,0,1,1,5,20091218,비대상,상수도전용,지하,0,0,,,,,,,5.50,34.91,0.00,37.41,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07776,,,,,,내국인,
3190000,102,2001,08119,유흥주점영업,20010330,잰틀맨,서울특별시 동작구 동작대로 25, (사당동),서울특별시 동작구 사당동  1031번지 28호  ,90.19,  02 5877999  ,20070329,,20010612,사당제1동,20150707,자진폐업,영업부진,룸살롱,,,,,,,비대상,,지하,,,,,,,,,2.16,55.68,0.00,30.70,1.65,1.70,0.00,0.00,,,,,3190000-102-2001-08119,,,,,,내국인,
3190000,102,2001,08187,유흥주점영업,20010516,비타민,서울특별시 동작구 동작대로 29, (사당동),서울특별시 동작구 사당동  1031번지 30호  ,98.10,  02 5211916  ,20161216,,20010625,사당제1동,,,,룸살롱,,,1,1,5,,비대상,상수도전용,지하,,,,,,,,,15.56,48.18,0.00,29.36,5.00,0.00,0.00,0.00,,,,,3190000-102-2001-08187,,,,,,내국인,대한민국
3190000,102,2002,00003,유흥주점영업,20020419,관광열차,서울특별시 동작구 동작대로 55, (사당동),서울특별시 동작구 사당동  1019번지 38호  ,,     5229669  ,20020419,,20020419,사당제1동,,,,스텐드바,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,10.20,24.43,,,5.00,,,138.21,,,,,3190000-102-2002-00003,,,,,,내국인,대한민국
3190000,102,2017,00001,유흥주점영업,20170804,놀이터,서울특별시 동작구 사당로 308, 지하1층 (사당동),서울특별시 동작구 사당동  147번지 48호  ,183.99,  02586 1068  ,20170804,,20170804,사당제1동,,,,노래클럽,,,1,1,,,비대상,,지하,,,,,,,,,6.00,39.00,0.00,25.49,8.50,0.00,0.00,105.00,,,,,3190000-102-2017-00001,,,,,,내국인,대한민국
3190000,102,1973,01901,유흥주점영업,19731120,벌떼(BUL DDE),서울특별시 동작구 노량진로 92, (노량진동),서울특별시 동작구 노량진동  27번지 11호  ,94.76,  02 8147754  ,20170208,,19940118,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,11.16,83.60,0.00,0.00,0.00,2.46,0.00,0.00,0.00,0.00,,,3190000-102-1973-01901,,,,,,내국인,대한민국
3190000,102,1993,01850,유흥주점영업,19931216,테마노래주점,서울특별시 동작구 장승배기로 135, (노량진동),서울특별시 동작구 노량진동  231번지 115호  ,95.13,  02 8174889  ,20121231,,19931216,노량진제2동,,,,룸살롱,0,0,1,1,4,,비대상,상수도전용,,2,3,,,,,,,5.88,49.61,30.23,2.87,0.00,1.50,6.54,0.00,0.00,0.00,,,3190000-102-1993-01850,,,,,,내국인,대한민국
3190000,102,1999,07424,유흥주점영업,19991030,필노래주점,서울특별시 동작구 노량진로8길 27, (노량진동),서울특별시 동작구 노량진동  31번지 13호  ,41.12,,20180413,,20010912,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.10,24.96,0.00,13.06,0.00,4.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07424,,,,,,내국인,대한민국
3190000,102,1999,07424,유흥주점영업,19991030,필노래주점,서울특별시 동작구 노량진로8길 27, (노량진동),서울특별시 동작구 노량진동  31번지 13호  ,41.12,,20180111,,20010912,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.10,24.96,0.00,13.06,0.00,4.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07424,,,,,,내국인,대한민국
3190000,102,1999,07424,유흥주점영업,19991030,필노래주점,서울특별시 동작구 노량진로8길 27, (노량진동),서울특별시 동작구 노량진동  31번지 13호  ,41.12,,20160517,,20010912,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.10,24.96,0.00,13.06,0.00,4.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07424,,,,,,내국인,대한민국
3190000,102,1999,07492,유흥주점영업,19991125,궁전,서울특별시 동작구 노량진로8길 49, (노량진동),서울특별시 동작구 노량진동  39번지 26호  ,59.21,  02 8210707  ,20140918,,19991125,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,3.20,32.70,0.00,23.31,0.00,0.00,0.00,0.00,0.00,0.00,,,3190000-102-1999-07492,,,,,,내국인,대한민국
3190000,102,2000,07635,유흥주점영업,20000322,던힐,서울특별시 동작구 노량진로 90, (노량진동),서울특별시 동작구 노량진동  28번지 7호  ,66.70,  02 8178866  ,20031112,,20000322,노량진제2동,,,,룸살롱,,,,,,20070330,비대상,,지하,,,,,,,,,3.68,41.71,0.00,19.62,1.69,0.00,0.00,0.00,0.00,0.00,,,3190000-102-2000-07635,,,,,,내국인,
3190000,102,2000,08020,유흥주점영업,20001222,리얼 술마시는 노래방송국,서울특별시 동작구 노량진로 106-3, (노량진동),서울특별시 동작구 노량진동  40번지 33호  ,62.91,  02 8137798  ,20190617,,20010703,노량진제2동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,4.84,32.62,0.00,19.24,0.00,2.50,6.21,0.00,0.00,0.00,,,3190000-102-2000-08020,,,,,,내국인,대한민국
